informal,formal,point_indexes,label,len_label
"punk kok ngegrab bli hahaha coba sekali - kali bli jadi supir grab , kami mau liat reaction penumpangnya bli haha cc xxxuserxxx tolong di acc",punk kok ngegrab beli haha . coba sekalli - kali beli jadi supir grab . kami mau liat reaksi penumpangnya beli haha . cc xxxuserxxx tolong di terima .,"[1, 2, 3, 4, 5, 8, 0, 0, 30, 0, 12, 0, 13, 16, 0, 0, 17, 18, 19, 21, 0, 22, 23, 26, 0, 0, 29, 0, 0, 31, 10, 32, 33, 34, 35, 36, 37, 39, 0, 0]","[2, 2, 2, 2, 2, 4, 3, 3, 2, 3, 5, 3, 2, 4, 3, 3, 2, 2, 2, 4, 3, 2, 2, 4, 3, 3, 4, 3, 3, 5, 4, 2, 2, 2, 2, 2, 2, 5, 3, 2]",40
halo pengaduan saya pengembalian dana ke kartu kredit belum di tangani . tolonglah jangan diam,"halo , pengaduan saya pengembalian dana ke kartu kredit belum ditangani . tolonglah jangan diam .","[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 0, 13, 14, 15, 16, 17, 0]","[2, 4, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2]",18
kak misteri box nya kok gk ada pas jam xxxnumberxxx knp ya,kakak . misteri boks nya kenapa tidak ada saat jam xxxnumberxxx ?,"[2, 0, 4, 0, 7, 0, 0, 9, 0, 10, 11, 12, 13, 14, 18, 0, 0, 0, 0]","[5, 3, 4, 3, 5, 3, 3, 4, 3, 2, 2, 2, 2, 2, 4, 3, 3, 3, 2]",19
min bagaimana cara mendownload ulang bukti transfer yg dikirim melalui internet bangking ( m - bangking ?,"admin , bagaimana cara mengunduh ulang bukti transfer yang dikirim melalui internet banking ( m - banking ?","[2, 0, 3, 8, 0, 0, 0, 0, 9, 10, 12, 0, 13, 14, 17, 0, 0, 18, 19, 22, 0, 0, 23, 0]","[5, 3, 2, 5, 3, 3, 3, 3, 2, 2, 4, 3, 2, 2, 4, 3, 3, 2, 2, 4, 3, 3, 2, 2]",24
"min , ada kontak tlpn yang bisa dihubungi ?","admin , apakah ada kontak telepon yang dapat dihubungi ?","[2, 0, 3, 4, 7, 0, 0, 9, 0, 10, 11, 0]","[4, 3, 4, 2, 4, 3, 3, 4, 3, 2, 2, 2]",12
credit kan ada batas waktu penggunaan nih . bs angus dong credit saya pas kalian masih utak - atik app .,kredit ada batas waktu penggunaannya . berarti bisa hangus kredit saya saat kalian masih otak - atik aplikasi .,"[3, 0, 0, 4, 5, 8, 0, 0, 14, 0, 0, 0, 0, 0, 16, 0, 17, 20, 0, 0, 21, 23, 0, 24, 0]","[4, 3, 3, 2, 2, 4, 3, 3, 7, 3, 3, 3, 3, 3, 4, 3, 2, 4, 3, 3, 2, 4, 3, 2, 2]",25
"hi xxxuserxxx mengapa internet banking saya tidak bisa transfer hari ini ? tertulis "" transaksi gagal . terima kasih","hi xxxuserxxx . mengapa internet banking saya tidak bisa transfer hari ini ? tertulis , "" transaksi gagal . terima kasih .","[1, 2, 3, 4, 5, 20, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 6, 22, 23, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 4, 2, 2, 4, 2]",24
xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx wqa tolong bantu carikan drivernya soalnya barang blm diambil tapi driver sdh konfirm paket sdh dikirim,xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx wqa . tolong bantu carikan drivernya . sebabnya barang belum diambil tetapi driver sudah confirm bahwa paket sudah dikirim .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 0, 73, 0, 0, 75, 0, 78, 0, 0, 79, 80, 82, 0, 83, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 5, 3, 4, 3, 3, 4, 3, 5, 3, 3, 2, 4, 4, 3, 4, 2]",84
"nahh , emang lebih baik jalan kaki krna lebih sehat",memang lebih baik jalan kaki karena lebih sehat .,"[5, 0, 0, 0, 0, 6, 7, 8, 11, 0, 0, 12, 13, 0]","[4, 3, 3, 3, 3, 2, 2, 2, 4, 3, 3, 2, 4, 2]",14
"tapi meski begitu tetap saya ucapkan "" terima kasih , grab .","tetapi meski begitu tetap saya ucapkan "" terima kasih , grab .","[2, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",15
terimakasih xxxnumberxxx gb dari xxxuserxxx salam dan sukses untukmu selalu dari kupang - ntt .,terima kasih xxxnumberxxx gb dari xxxuserxxx . salam dan sukses untuk kamu selalu dari kupang - nusa tenggara timur .,"[2, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22, 14, 15, 17, 0, 18, 19, 20, 23, 0, 13, 0]","[5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 2, 2, 7, 3, 2, 2]",24
tolong min follow up jp xxxphonexxx kenapa paket diretur karena penerima tak bisa dihubungi padahal ngga ada telepon sama sekali,tolong admin tindak lanjut jp xxxphonexxx . mengapa paket diretur karena penerima tidak bisa dihubungi ? padahal tidak ada telepon sama sekali .,"[1, 5, 0, 0, 0, 6, 7, 8, 9, 11, 0, 12, 13, 14, 15, 17, 0, 18, 19, 21, 0, 22, 23, 24, 25, 0]","[2, 6, 3, 3, 3, 2, 2, 2, 2, 5, 3, 2, 2, 2, 2, 4, 3, 2, 4, 4, 3, 2, 2, 2, 4, 2]",26
"hahaha sejak malika di besarkan , pengertian dong makanya , biar ia tidak diam diam saja","hahaha sejak malika dibesarkan , makanya tolong mengerti . agar dia tidak diam - diam saja .","[1, 2, 3, 4, 5, 8, 0, 0, 11, 0, 0, 15, 0, 0, 0, 16, 17, 18, 19, 0]","[2, 2, 2, 2, 2, 4, 3, 3, 2, 3, 3, 8, 3, 3, 3, 2, 4, 2, 4, 2]",20
"bener bener apanya , yg penting aja gak direspon , sementara yg gak penting lu respon min , adminnya kurang pergaulan kampret","apanya yang benar ? yang penting saja tidak direspons , sementara yang tidak penting kamu respons admin . adminnya kurang pergaulan , kampret .","[3, 0, 0, 4, 7, 0, 0, 10, 0, 0, 12, 0, 13, 16, 0, 0, 21, 0, 0, 0, 25, 22, 23, 24, 20, 26, 27, 0]","[2, 3, 3, 2, 7, 3, 3, 5, 3, 3, 4, 3, 2, 5, 3, 3, 5, 3, 3, 3, 2, 5, 2, 2, 2, 2, 4, 2]",28
kenapa pesanan go food saya selalu muncul padahal sama driver sudah di batalkan dan uang gopay kembali . tolong gimana solusinya biar tidak menghalangi tampilan,"mengapa pesanan go - food saya selalu muncul ? padahal , oleh pengemudi sudah dibatalkan dan uang go - pay kembali . tolong , bagaimana solusinya agar tidak menghalangi tampilan ?","[2, 0, 3, 4, 5, 6, 7, 8, 11, 0, 0, 15, 0, 0, 0, 16, 17, 20, 0, 0, 21, 22, 24, 0, 26, 0, 27, 28, 29, 0]","[4, 3, 2, 4, 2, 2, 2, 4, 6, 3, 3, 4, 3, 3, 3, 2, 2, 5, 3, 3, 2, 2, 5, 3, 4, 3, 2, 2, 4, 2]",30
"sabar atuh kem , kirakira ganteng ga ya daniel sama bani","sabar kem , kira - kira ganteng atau tidak daniel dan bani ?","[1, 4, 0, 0, 5, 6, 9, 0, 0, 12, 0, 0, 14, 0, 15, 0]","[2, 2, 3, 3, 2, 2, 5, 3, 3, 5, 3, 3, 4, 3, 4, 2]",16
di m - card nya juga salah penulisan namanya sama kayak di profile jenius . beda sama ktp . jadi harus ganti kartu ?,di m - card - nya juga salah penulisan namanya . sama kayak di profile jenius . beda sama ktp . jadi harus ganti kartu ?,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 18, 12, 13, 14, 19, 17, 10, 11, 20, 16, 21, 22, 23, 24, 25, 0]","[2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2]",26
jawaban : nomor xxxnumberxxx yuk guys ikutan,"jawaban : nomor xxxnumberxxx . mari teman - teman , ikutan .","[1, 2, 3, 4, 5, 6, 7, 8, 12, 0, 0, 0, 13, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 9, 3, 3, 3, 4, 2]",14
ikon fitur asuransi link aja di nomor xxxnumberxxx,ikon fitur asuransi linkaja di nomor xxxnumberxxx .,"[1, 2, 3, 4, 6, 0, 7, 8, 9, 10, 11, 12, 13, 0]","[2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 4, 2]",14
"tolong ditindak lanjuti penipuan baru min xxxuserxxx nomor tidak dikenal , sangat berbahaya , org yg gk tau pasti lgsg menurut apalagi fitur baru","tolong ditindaklanjuti penipuan baru admin xxxuserxxx . nomor tidak dikenal . sangat berbahaya . orang yang tidak tahu pasti langsung menurut , apalagi fitur baru .","[1, 5, 0, 0, 0, 6, 8, 0, 9, 10, 11, 12, 13, 14, 16, 0, 17, 23, 27, 0, 0, 0, 0, 26, 0, 0, 18, 28, 29, 30, 0]","[2, 4, 3, 3, 3, 2, 4, 3, 2, 2, 2, 4, 2, 2, 4, 3, 2, 8, 2, 3, 3, 3, 3, 4, 3, 3, 2, 2, 2, 4, 2]",31
mohon diblokir sms spam berikut cc :,mohon diblokir sms spam tersebut . cc :,"[1, 2, 3, 4, 5, 7, 0, 8, 9, 0]","[2, 2, 2, 2, 2, 5, 3, 2, 2, 2]",10
kok saya mau log in g masuk masuk passcodenya ya,kenapa saya mau login tidak masuk - masuk passcodenya ?,"[2, 0, 3, 7, 0, 0, 0, 8, 9, 10, 11, 12, 14, 0, 0]","[4, 3, 2, 5, 3, 3, 3, 4, 2, 2, 2, 2, 4, 3, 2]",15
boikot aja indosat jika masih suka ngambil pulsa pelanggan,boikot saja indosat jika masih suka mengambil pulsa pelanggan .,"[1, 3, 0, 4, 5, 6, 10, 0, 0, 0, 11, 12, 0]","[2, 4, 3, 2, 2, 2, 4, 3, 3, 3, 2, 4, 2]",13
"min kemarin saya dm , sampai pagi ini belum ada respon .","admin , kemarin saya dm , sampai pagi ini belum ada respons .","[5, 0, 3, 4, 6, 2, 7, 8, 9, 10, 12, 0, 13, 0]","[4, 3, 2, 2, 4, 2, 2, 2, 2, 2, 4, 3, 2, 2]",14
tadi ke bank xxxuserxxx trus gak ada apa2 dong di malah dipaksa buka tabungan buat anak sekolah,"tadi ke bank xxxuserxxx . terus , tidak ada apa - apa . justru dipaksa buka tabungan anak sekolah .","[1, 2, 3, 4, 5, 6, 7, 10, 0, 0, 11, 16, 0, 0, 0, 0, 17, 18, 20, 0, 21, 22, 0]","[2, 2, 2, 2, 2, 2, 2, 7, 3, 3, 2, 7, 3, 3, 3, 3, 2, 2, 2, 3, 2, 4, 2]",23
"sudah bisa kak . tadi cuma sebentar kayanya nggak bisa share link . thank you ya xxxuserxxx salam sukses ya , kak",sudah bisa kak . tadi cuma sebentar sepertinya tidak bsia share link . thank you ya xxxuserxxx . salam sukses kak .,"[1, 2, 3, 4, 5, 6, 7, 12, 0, 0, 0, 0, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 0, 0, 27, 0]","[2, 2, 2, 2, 2, 2, 2, 7, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 3, 3, 4, 2]",28
balik k rumah berasa masuk goa lagi sinyal ilang ilangan,sekembalinya ke rumah serasa masuk gua lagi . sinyal hilang - hilangan .,"[3, 0, 0, 5, 0, 7, 0, 8, 13, 0, 0, 0, 0, 14, 0]","[5, 3, 3, 4, 3, 4, 3, 4, 6, 3, 3, 3, 3, 4, 2]",15
: seberapa kamu ? : sabtu besok harus sampsi bandara jam xxxnumberxxx pagi : terus ? : aku berangkatnya sekarang naik grab !,: seberapa kamu ? : sabtu besok harus sampai bandara jam xxxnumberxxx pagi : terus ? : aku berangkatnya sekarang naik grab !,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 0, 0, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32
"mati aja kau , admin cacat otak !",mati saja kau admin cacat otak !,"[1, 3, 0, 5, 0, 6, 7, 8, 9, 0]","[2, 4, 3, 2, 3, 2, 2, 2, 2, 2]",10
saat nahan diri buat gabuka chat doi,saat menahan diri untuk tidak membuka chat dia .,"[1, 4, 0, 0, 8, 0, 0, 0, 11, 0, 0, 0]","[2, 4, 3, 3, 6, 3, 3, 3, 5, 3, 3, 2]",12
"saya sudah coba beberapa kali hasilnya kayak gtu , apa yang salah ya",saya sudah coba beberapa kali hasilnya seperti itu . apa yang salah ?,"[1, 2, 3, 4, 5, 6, 11, 0, 0, 0, 0, 12, 13, 15, 0, 0]","[2, 2, 2, 2, 2, 2, 6, 3, 3, 3, 3, 2, 2, 4, 3, 2]",16
benerr gue sering bgt nih setiap abis isi kuota sinyal kagak adaa,"benar , aku sering sekali setiap setelah isi kuota sinyal tidak ada .","[4, 0, 0, 0, 8, 0, 0, 0, 10, 0, 11, 12, 15, 0, 0, 17, 0, 0]","[6, 3, 3, 3, 4, 3, 3, 3, 4, 3, 2, 2, 4, 3, 3, 4, 3, 2]",18
"pelanggan yth , kami sudah melakukan pengecekan jaringan dilokasi anda dan info dari tim jaringan kami sebelumnya terdapat kendala pada benget anda .",pelanggan yang terhormat . kami sudah melakukan pengecekan jaringan di lokasi anda dan informasi dari tim jaringan kami sebelumnya terdapat kendala pada benget anda .,"[1, 26, 0, 0, 0, 19, 7, 8, 9, 12, 0, 0, 13, 15, 0, 16, 17, 5, 6, 20, 21, 22, 23, 24, 25, 27, 18, 0]","[2, 5, 3, 3, 3, 2, 2, 2, 2, 5, 3, 3, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",28
ada pemberitahuannya ? kok saya ga ada ya ? * sori nyamber,apakah ada pemberitahuannya ? mengapa saya tidak ada ya ? maaf saya ikut - ikut .,"[1, 2, 3, 4, 6, 0, 8, 0, 9, 10, 17, 0, 0, 0, 0, 0, 0, 0]","[4, 2, 2, 2, 4, 3, 4, 3, 2, 2, 9, 3, 3, 3, 3, 3, 3, 2]",18
ikon nomor xxxnumberxxx ayo ikutan :,"ikon nomor xxxnumberxxx , ayo ikutan !","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 3, 2]",12
ini sinyalnya knp ya skrg xxxuserxxx jelek bgtt,ini sinyalnya kenapa ya sekarang xxxuserxxx jelek sekali .,"[1, 2, 3, 6, 0, 0, 10, 0, 0, 0, 11, 12, 13, 14, 17, 0, 0, 0]","[2, 2, 2, 4, 3, 3, 4, 3, 3, 3, 2, 2, 2, 2, 5, 3, 3, 2]",18
"pontianak timur kecamatannya , hape samsung dng baterai yg tertanam .","pontianak timur , kecamatannya . hp samsung dengan baterai yang tertanam .","[1, 2, 5, 4, 14, 3, 0, 0, 11, 0, 0, 13, 0, 15, 8, 0]","[2, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 4, 3, 4, 4, 2]",16
"halo , min . promo yang mau saya pakai , selalu dibilang fully redeemed . padahal saya belum sekalipun memakai promonya . kenapa ya ?","halo , admin . promo yang hendak saya gunakan selalu dikatakan fully redeemed , padahal saya belum sekali pun menggunakannya . mengapa ?","[1, 2, 4, 0, 5, 6, 8, 0, 11, 0, 19, 13, 0, 14, 15, 16, 17, 10, 29, 20, 21, 18, 0, 0, 0, 0, 0, 0, 0, 30, 0]","[2, 2, 4, 3, 2, 2, 4, 3, 4, 3, 2, 4, 3, 2, 2, 2, 2, 2, 4, 2, 2, 6, 3, 3, 3, 3, 3, 3, 3, 2, 2]",31
"siang ka , kenapa ya shopeepay saya ga bisa buat checkout padahal saldonya cukup ? tulisannya tidak tersedia","siang kak , kenapa shopeepay saya tidak bisa untuk checkout padahal saldonya cukup ? tulisannya tidak tersedia .","[1, 3, 0, 4, 6, 0, 7, 8, 9, 10, 22, 0, 14, 0, 15, 16, 17, 18, 19, 20, 21, 23, 12, 24, 0]","[2, 4, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 2]",25
"xxxnumberxxx xxxnumberxxx xxxnumberxxx k , ada jg yg english version nyampe xxxnumberxxx jtan",xxxnumberxxx ribu . ada juga yang versi inggrisnya sampai xxxnumberxxx jutaan .,"[1, 2, 3, 4, 5, 18, 0, 0, 0, 0, 0, 12, 13, 14, 15, 33, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 5, 3, 3, 3, 3, 3, 2, 2, 2, 2, 5, 3, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",34
"read dong , aku lapar nih mau go - food . belum ada makan dari pagi . tolong",baca . aku lapar mau gofood . belum makan dari pagi . tolong .,"[11, 0, 0, 0, 5, 7, 0, 8, 17, 0, 0, 4, 14, 0, 15, 16, 18, 12, 19, 0]","[4, 3, 3, 3, 2, 2, 3, 2, 5, 3, 3, 2, 2, 3, 2, 2, 4, 2, 4, 2]",20
"nah kan bener kan , aov juga sama begini . ga ada solusinya emang ini kartu . cape gua ngasih data mulu via dm . solusinya kaya template","nah betul , aov juga sama . kartu ini memang tidak ada solusinya . saya lelah memberi data terus - menerus lewat dm . solusi yang diberikan seperti template .","[1, 5, 0, 0, 0, 6, 7, 8, 9, 11, 0, 17, 0, 14, 18, 0, 13, 16, 23, 0, 0, 0, 0, 27, 0, 0, 0, 28, 31, 0, 0, 32, 33, 0]","[2, 4, 3, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 5, 2, 6, 3, 3, 3, 3, 7, 3, 3, 3, 2, 7, 3, 3, 2, 4, 2]",34
"dm terooss . gak ada respon lain yang bisa anda sampaikan ? selesaikan disini , penyelesaiannya mau seperti apa ?","dm terus . tidak ada respons lain yang bisa anda sampaikan ? selesaikan di sini , penyelesaiannya ingin seperti apa ?","[1, 5, 0, 0, 0, 7, 0, 9, 0, 10, 11, 12, 13, 14, 15, 17, 0, 18, 20, 0, 21, 22, 23, 0]","[2, 4, 3, 3, 3, 4, 3, 4, 3, 2, 2, 2, 2, 2, 2, 5, 3, 2, 4, 3, 2, 2, 2, 2]",24
ni toko online tp ga mau ngerespon chat nya ? kalo emang ga mau dagang ga usah dagang mendingan .,ini toko online tapi tidak mau merespons chatnya . kalau memang tidak mau dagang tidak usah dagang lebih baik .,"[2, 0, 3, 6, 0, 0, 9, 0, 0, 23, 0, 0, 0, 0, 0, 16, 18, 0, 19, 24, 0, 0, 0, 15, 0]","[4, 3, 2, 5, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 2, 4, 3, 2, 6, 3, 3, 3, 6, 2]",25
min ini kenapa jaringan di karawaci gangguan terus ?,admin . kenapa jaringan di karawaci mengalami gangguan terus - menerus ?,"[3, 0, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]","[5, 3, 3, 2, 2, 2, 2, 2, 4, 2, 5, 2, 2]",13
met siang tmen - tmen dan xxxuserxxx xxxuserxxx mari menyambut niki besok ?,selamat siang teman - teman dan xxxuserxxx xxxuserxxx . mari menyambut niki besok .,"[2, 0, 5, 0, 0, 8, 0, 0, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 0, 0]","[4, 3, 4, 3, 3, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 4, 3, 2]",24
yaampun akhirnya cintaku ga bertepuk one hand,ya ampun akhirnya cintaku tidak bertepuk satu tangan .,"[4, 0, 0, 0, 5, 6, 8, 0, 9, 12, 0, 0, 0]","[5, 3, 3, 3, 2, 2, 4, 3, 2, 6, 3, 3, 2]",13
menu zakat di bukalapak ilang ya min ?,"apakah menu zakat di bukalapak hilang , admin ?","[1, 2, 3, 4, 5, 6, 11, 0, 0, 0, 0, 12, 0]","[4, 2, 2, 2, 2, 2, 6, 3, 3, 3, 3, 2, 2]",13
"halo xxxuserxxx tolong cek dm ya , saya sudah kirim keluhan via dm . terima kasih","halo xxxuserxxx , tolong cek dm ya , saya sudah kirim keluhan via dm . terima kasih .","[1, 2, 3, 4, 5, 10, 7, 8, 9, 11, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",21
"min kok ini sdh sukses , tp g dpt cashback ya ?","admin , mengapa ini sudah sukses , teptai tidak dapat cashback ya ?","[6, 0, 0, 5, 0, 10, 3, 0, 0, 0, 11, 12, 13, 14, 0]","[4, 3, 3, 4, 3, 8, 4, 3, 3, 3, 2, 2, 2, 2, 2]",15
no barcode rv417785365gb hampir xxxnumberxxx hari tidak ada pergerakan mengenai barang saya,"nomor barcode rv417785365gb , hampir xxxnumberxxx hari tidak ada pergerakan mengenai barang saya .","[2, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",29
kenapa voucher xxxnumberxxx rebu gofud sekarang kalo deket malah tetep bayar ? dan jg dapetnya cuman xxxnumberxxx rebu bukan xxxnumberxxx rebu . padahal dulu free ongkir,kenapa voucher xxxnumberxxx ribu gofood sekarang kalau deket malah tetap bayar ? dan juga dapatnya hanya xxxnumberxxx ribu bukan xxxnumberxxx ribu . padahal dulu ongkos kirim gratis .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 0, 15, 0, 0, 17, 0, 18, 19, 22, 0, 0, 23, 24, 27, 0, 0, 29, 0, 30, 31, 32, 33, 36, 0, 0, 37, 38, 39, 40, 41, 44, 0, 0, 45, 46, 50, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 5, 3, 3, 4, 3, 2, 2, 4, 3, 3, 2, 2, 5, 3, 3, 4, 3, 2, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 7, 3, 3, 3, 2]",51
tweet ini saya posting menggunakan jaringan xxxuserxxx ~ budi,tweet ini saya posting menggunakan jaringan xxxuserxxx . budi .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 0, 14, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 4, 2]",15
selamat malam admin xxxuserxxx xxxuserxxx m - banking sedang ada gangguan kah ? kenapa sulit sekali untuk transfer,selamat malam admin xxxuserxxx xxxuserxxx . apakah m - banking sedang ada gangguan ? mengapa sulit sekali untuk transfer ?,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 0, 21, 0, 22, 23, 24, 25, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 3, 4, 3, 2, 2, 2, 4, 2]",26
kalo tempat makan yang bisa pake tapcash di bandung dimana ya ?,di mana tempat makan yang bisa pakai tapcash di bandung ?,"[10, 0, 3, 4, 5, 7, 0, 8, 9, 11, 2, 14, 0, 0, 15, 0]","[2, 3, 2, 2, 2, 4, 3, 2, 2, 4, 4, 2, 3, 3, 2, 2]",16
"sudah berpuluh2 kali saya mengirimkan dtaa dan tipe prangkat , tapi gak ada perbaikkan ini signal . makin parah daerah percuma","sudah berpuluh - puluh kali saya mengirimkan data dan tipe perangkat , tapi tidak ada perbaikan sinyal . semakin parah daerah , percuma .","[1, 2, 4, 0, 5, 6, 9, 0, 0, 10, 14, 0, 0, 0, 15, 17, 0, 22, 0, 0, 0, 0, 24, 0, 25, 26, 27, 0]","[2, 2, 5, 3, 2, 2, 4, 3, 3, 2, 4, 3, 3, 3, 2, 4, 3, 5, 3, 3, 3, 3, 4, 3, 2, 4, 4, 2]",28
"ga jadi min , tadi belum klaim voucher free ong ternyata . makasih min .","tidak jadi min , tadi belum klaim voucher gratis ongkos kirim ternyata . terima kasih admin .","[2, 0, 3, 4, 5, 6, 7, 8, 9, 10, 13, 0, 0, 14, 18, 0, 0, 0, 19, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 6, 3, 3, 2, 6, 3, 3, 3, 2, 2]",20
sepanjang sejarah papua di nkri : kepemimpinan om xxxuserxxx terburuk dlm membina rasa indonesia,"sepanjang sejarah papua di nkri , kepemimpinan om xxxuserxxx terburuk dalam membina rasa indonesia .","[1, 2, 3, 4, 5, 7, 0, 8, 9, 10, 11, 12, 13, 15, 0, 16, 17, 18, 0]","[2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 4, 2]",19
aku pelanggan yg pulsanya suka tiba tiba ilang,aku pelanggan yang pulsanya suka tiba - tiba hilang .,"[1, 2, 4, 0, 5, 6, 7, 8, 11, 0, 0, 0]","[2, 2, 4, 3, 2, 2, 2, 4, 5, 3, 3, 2]",12
lebih cantik kamu min . perbandinganya xxxnumberxxx & xxxnumberxxx . kalau kamu xxxnumberxxx ( sempurna ),lebih cantik kamu admin . perbandingannya xxxnumberxxx & xxxnumberxxx . kalau kamu xxxnumberxxx ( sempurna ),"[1, 2, 3, 5, 0, 6, 8, 0, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 0]","[2, 2, 2, 4, 3, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",31
